longitude,district,street,geo_code,latitude,street_number,nation,province,city
110,澄城县,,wqq2,35,,中国,陕西省,渭南市
112,宁远县,,wkxw,26,,中国,湖南省,永州市
116,丰城市,,wsfx,28,,中国,江西省,宜春市
129,尚志市,,wzgt,45,,中国,黑龙江省,哈尔滨市
109,忻城县,,wkmd,24,,中国,广西壮族自治区,来宾市
109,宾阳县,泉南高速公路,wkjk,23,泉南高速公路,中国,广西壮族自治区,南宁市
113,天心区,芙蓉大道,wt03,28,芙蓉大道,中国,湖南省,长沙市
115,临泉县,,wtcs,33,,中国,安徽省,阜阳市
117,桐城市,,wt7n,31,,中国,安徽省,安庆市
99,隆阳区,,whw0,25,,中国,云南省,保山市
112,宁乡市,,wkzz,28,,中国,湖南省,长沙市
127,北林区,,yb66,47,,中国,黑龙江省,绥化市
106,黔西县,贵毕公路,wkge,27,贵毕公路,中国,贵州省,毕节市
115,太康县,,ww18,34,,中国,河南省,周口市
126,九台区,加工河大街,wzc6,44,加工河大街,中国,吉林省,长春市
117,新罗区,龙腾南路,ws7m,25,龙腾南路,中国,福建省,龙岩市
114,林州市,,ww3r,36,,中国,河南省,安阳市
115,顺平县,,wwcg,39,,中国,河北省,保定市
125,西安区,集双高速,wz8e,43,集双高速,中国,吉林省,辽源市
125,前郭尔罗斯蒙古族自治县,,yb0c,45,,中国,吉林省,松原市
113,苏仙区,,ws8q,26,,中国,湖南省,郴州市
118,上饶县,,wsuj,28,,中国,江西省,上饶市
106,古蔺县,石鱼路,wkgx,28,石鱼路,中国,四川省,泸州市
112,东宝区,,wmxc,31,,中国,湖北省,荆门市
113,代县,,wwbs,39,,中国,山西省,忻州市
125,西安区,集双高速,wz8g,43,集双高速,中国,吉林省,辽源市
108,务川仡佬族苗族自治县,,wmhy,29,,中国,贵州省,遵义市
112,江华瑶族自治县,,wkrm,25,,中国,湖南省,永州市
109,云阳县,,wmt3,31,,中国,重庆市,重庆市
110,鹤峰县,,wmmu,30,,中国,湖北省,恩施土家族苗族自治州
122,扎赉特旗,,y8qc,47,,中国,内蒙古自治区,兴安盟
123,扎兰屯市,,y8rq,48,,中国,内蒙古自治区,呼伦贝尔市
108,西乡塘区,,wkj4,23,,中国,广西壮族自治区,南宁市
113,云冈区,,wx09,40,,中国,山西省,大同市
127,北林区,,yb6k,47,,中国,黑龙江省,绥化市
116,台前县,,ww6m,36,,中国,河南省,濮阳市
119,屏南县,,wsue,27,,中国,福建省,宁德市
121,奈曼旗,,wxwk,43,,中国,内蒙古自治区,通辽市
116,颍东区,,wtfe,33,,中国,安徽省,阜阳市
124,昌图县,,wz85,43,,中国,辽宁省,铁岭市
111,新化县,,wmn9,28,,中国,湖南省,娄底市
108,环江毛南族自治县,,wkt0,25,,中国,广西壮族自治区,河池市
120,敖汉旗,乡道大玉线,wxt6,43,乡道大玉线,中国,内蒙古自治区,赤峰市
115,太康县,,ww1d,34,,中国,河南省,周口市
90,鄯善县,,wp8h,43,,中国,新疆维吾尔自治区,吐鲁番市
114,原阳县,,ww2c,35,,中国,河南省,新乡市
106,江津区,,wm5k,29,,中国,重庆市,重庆市
132,富锦市,,ybm9,47,,中国,黑龙江省,佳木斯市
100,unknow,unknow,w4qv,14,unknow,泰国,unknow,unknow
115,东明县,,ww4j,35,,中国,山东省,菏泽市
121,,,wtvf,33,,中国,中国区域,
113,禅城区,季华西路,ws09,23,季华西路,中国,广东省,佛山市
107,鄂托克旗,,wr5f,40,,中国,内蒙古自治区,鄂尔多斯市
108,西乡塘区,,wkhv,23,,中国,广西壮族自治区,南宁市
114,新丰县,,ws34,24,,中国,广东省,韶关市
119,衢江区,050村道,wths,29,050村道,中国,浙江省,衢州市
128,木兰县,,yb5j,46,,中国,黑龙江省,哈尔滨市
120,富阳区,长深高速公路,wtm3,30,长深高速公路,中国,浙江省,杭州市
110,榆阳区,,wqvf,38,,中国,陕西省,榆林市
99,镇康县,,whnx,24,,中国,云南省,临沧市
116,梅县区,,ws62,24,,中国,广东省,梅州市
89,亚东县,,tuzk,28,,中国,西藏自治区,日喀则市
128,木兰县,,yb4v,46,,中国,黑龙江省,哈尔滨市
125,农安县,,wz8x,44,,中国,吉林省,长春市
113,榆社县,,ww88,37,,中国,山西省,晋中市
121,临海市,,wtju,29,,中国,浙江省,台州市
112,内乡县,,wmz7,33,,中国,河南省,南阳市
117,怀远县,,wtg6,33,,中国,安徽省,蚌埠市
121,上虞区,,wtqj,30,,中国,浙江省,绍兴市
128,木兰县,,yb5n,46,,中国,黑龙江省,哈尔滨市
120,兴化市,大周公路,wtvw,33,大周公路,中国,江苏省,泰州市
117,桐城市,,wte4,31,,中国,安徽省,安庆市
105,江油市,武马路,wmdz,32,武马路,中国,四川省,绵阳市
116,瑞金市,,wsd7,26,,中国,江西省,赣州市
112,嵩县,,wqpg,34,,中国,河南省,洛阳市
120,青田县,,wsvh,28,,中国,浙江省,丽水市
127,榆树市,,yb46,45,,中国,吉林省,长春市
104,仁寿县,,wm6j,30,,中国,四川省,眉山市
99,肃南裕固族自治县,,wpn0,39,,中国,甘肃省,张掖市
123,新民市,丹阜高速公路,wxrh,42,丹阜高速公路,中国,辽宁省,沈阳市
118,林西县,,wxez,44,,中国,内蒙古自治区,赤峰市
112,云安区,广昆高速公路,wkpk,23,广昆高速公路,中国,广东省,云浮市
106,古蔺县,石鱼路,wkgt,28,石鱼路,中国,四川省,泸州市
121,牙克石市,,y8w6,48,,中国,内蒙古自治区,呼伦贝尔市
113,苏尼特右旗,,wx80,42,,中国,内蒙古自治区,锡林郭勒盟
115,定南县,,ws6p,25,,中国,江西省,赣州市
117,济阳区,,wweh,37,,中国,山东省,济南市
117,桐城市,,wt7p,31,,中国,安徽省,安庆市
117,金溪县,,wsgn,28,,中国,江西省,抚州市
103,建水县,,wk31,24,,中国,云南省,红河哈尼族彝族自治州
118,桓台县,周荆路,wwe9,37,周荆路,中国,山东省,淄博市
99,镇康县,,whnr,24,,中国,云南省,临沧市
111,石楼县,,wqwb,37,,中国,山西省,吕梁市
114,始兴县,,ws92,25,,中国,广东省,韶关市
107,平塘县,,wksk,26,,中国,贵州省,黔南布依族苗族自治州
121,青浦区,,wtw6,31,,中国,上海市,上海市
88,阿勒泰市,,vbw8,48,,中国,新疆维吾尔自治区,阿勒泰地区
120,黄岛区,,wwms,36,,中国,山东省,青岛市
113,汨罗市,,wt0d,29,,中国,湖南省,岳阳市
103,元阳县,,wk16,23,,中国,云南省,红河哈尼族彝族自治州
124,甘南县,,yb82,48,,中国,黑龙江省,齐齐哈尔市
121,扎鲁特旗,,wxy4,44,,中国,内蒙古自治区,通辽市
113,长治县,,ww27,36,,中国,山西省,长治市
114,井陉县,,wwbb,38,,中国,河北省,石家庄市
114,浉河区,,wtc0,32,,中国,河南省,信阳市
117,岱岳区,膏城大道,ww6v,36,膏城大道,中国,山东省,泰安市
103,凉州区,,wqc0,38,,中国,甘肃省,武威市
107,平塘县,,wkeu,26,,中国,贵州省,黔南布依族苗族自治州
94,伊州区,,wpde,43,,中国,新疆维吾尔自治区,哈密市
119,永泰县,,wssu,26,,中国,福建省,福州市
108,彬州市,,wqk8,35,,中国,陕西省,咸阳市
117,怀远县,,wtfu,33,,中国,安徽省,蚌埠市
78,叶城县,,twxj,38,,中国,新疆维吾尔自治区,喀什地区
105,礼县,,wmfr,34,,中国,甘肃省,陇南市
118,义安区,,wtef,31,,中国,安徽省,铜陵市
108,吴起县,,wqs8,37,,中国,陕西省,延安市
112,宁乡市,,wkzm,28,,中国,湖南省,长沙市
110,延川县,,wqw0,37,,中国,陕西省,延安市
123,千山区,,wxpn,41,,中国,辽宁省,鞍山市
129,安图县,,wzeg,43,,中国,吉林省,延边朝鲜族自治州
108,三都水族自治县,,wkth,26,,中国,贵州省,黔南布依族苗族自治州
116,惠来县,,ws4e,23,,中国,广东省,揭阳市
122,科尔沁左翼后旗,,wxww,43,,中国,内蒙古自治区,通辽市
101,宁蒗彝族自治县,跑蝉线,whxx,27,跑蝉线,中国,云南省,丽江市
120,鄂温克族自治旗,,y8v0,49,,中国,内蒙古自治区,呼伦贝尔市
118,上饶县,,wt58,28,,中国,江西省,上饶市
118,unknow,unknow,y8gd,50,unknow,俄罗斯,unknow,unknow
112,怀集县,,wkr6,24,,中国,广东省,肇庆市
123,龙江县,,y8rj,47,,中国,黑龙江省,齐齐哈尔市
121,扎鲁特旗,,y8n2,45,,中国,内蒙古自治区,通辽市
116,成武县,,ww63,35,,中国,山东省,菏泽市
100,临翔区,,whpn,24,,中国,云南省,临沧市
108,都安瑶族自治县,,wkkb,24,,中国,广西壮族自治区,河池市
109,长安区,,wmvx,34,,中国,陕西省,西安市
108,思南县,,wkuw,28,,中国,贵州省,铜仁市
115,东源县,,ws4p,24,,中国,广东省,河源市
113,监利县,,wt23,30,,中国,湖北省,荆州市
107,陇县,,wqhq,35,,中国,陕西省,宝鸡市
120,泰兴市,,wttj,32,,中国,江苏省,泰州市
125,清原满族自治县,,wz2z,42,,中国,辽宁省,抚顺市
119,屏南县,,wsu7,27,,中国,福建省,宁德市
103,官渡区,,wk3k,25,,中国,云南省,昆明市
100,凤庆县,,whx2,25,,中国,云南省,临沧市
114,沙河市,,ww97,37,,中国,河北省,邢台市
113,汨罗市,,wt07,29,,中国,湖南省,岳阳市
106,铜梁区,,wm7d,30,,中国,重庆市,重庆市
111,夷陵区,,wmqx,31,,中国,湖北省,宜昌市
110,永福县,迎宾路,wkmy,25,迎宾路,中国,广西壮族自治区,桂林市
114,修水县,,wt0y,29,,中国,江西省,九江市
127,榆树市,,yb49,45,,中国,吉林省,长春市
88,阜康市,,tzy7,44,,中国,新疆维吾尔自治区,昌吉回族自治州
111,桃源县,,wmpp,29,,中国,湖南省,常德市
101,大姚县,,wk84,26,,中国,云南省,楚雄彝族自治州
126,肇东市,,yb1s,46,,中国,黑龙江省,绥化市
115,大冶市,,wt3u,30,,中国,湖北省,黄石市
101,海晏县,,wnx9,37,,中国,青海省,海北藏族自治州
114,阳原县,,wx17,40,,中国,河北省,张家口市
108,丰都县,,wmkg,30,,中国,重庆市,重庆市
119,寿光市,,wwsg,37,,中国,山东省,潍坊市
119,翁牛特旗,,wxsu,43,,中国,内蒙古自治区,赤峰市
107,长寿区,,wmk2,30,,中国,重庆市,重庆市
107,鄂托克旗,,wrh0,39,,中国,内蒙古自治区,鄂尔多斯市
125,嫩江县,西-八,ybb8,49,西-八,中国,黑龙江省,黑河市
108,彬州市,,wqjh,35,,中国,陕西省,咸阳市
100,洱源县,温起线,whwf,26,温起线,中国,云南省,大理白族自治州
-5,unknow,unknow,eykj,36,unknow,Ocean,unknow,unknow
115,顺平县,,wwce,39,,中国,河北省,保定市
121,,,wtvg,33,,中国,中国区域,
104,罗平县,,wk3g,25,,中国,云南省,曲靖市
86,尉犁县,,tzm7,41,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
107,开阳县,,wkgg,27,,中国,贵州省,贵阳市
115,太仆寺旗,,wx6p,42,,中国,内蒙古自治区,锡林郭勒盟
102,西昌市,,wm0c,28,,中国,四川省,凉山彝族自治州
117,金溪县,,wt4b,28,,中国,江西省,抚州市
113,京山市,,wt8d,31,,中国,湖北省,荆门市
107,渠县,,wms4,31,,中国,四川省,达州市
117,三河市,京秦高速公路,wx51,40,京秦高速公路,中国,河北省,廊坊市
120,阿鲁科尔沁旗,,wxv1,44,,中国,内蒙古自治区,赤峰市
117,建宁县,,wsfc,27,,中国,福建省,三明市
121,根河市,,y9nk,51,,中国,内蒙古自治区,呼伦贝尔市
117,桐城市,,wte2,31,,中国,安徽省,安庆市
131,珲春市,,wztj,43,,中国,吉林省,延边朝鲜族自治州
105,通渭县,,wq6c,35,,中国,甘肃省,定西市
102,墨江哈尼族自治县,,wk09,23,,中国,云南省,普洱市
115,东源县,,ws39,24,,中国,广东省,河源市
112,介休市,,wqx7,37,,中国,山西省,晋中市
114,始兴县,,ws2z,25,,中国,广东省,韶关市
109,利川市,,wmmt,30,,中国,湖北省,恩施土家族苗族自治州
122,,,wtwt,32,,中国,中国区域,
115,临泉县,,wtcw,33,,中国,安徽省,阜阳市
101,景洪市,,w5zs,22,,中国,云南省,西双版纳傣族自治州
103,东川区,,wk93,26,,中国,云南省,昆明市
102,禄丰县,,wk88,25,,中国,云南省,楚雄彝族自治州
116,新建区,,wt4q,29,,中国,江西省,南昌市
118,全椒县,,wtex,32,,中国,安徽省,滁州市
111,岑溪市,,wkp1,23,,中国,广西壮族自治区,梧州市
101,大姚县,,whxc,26,,中国,云南省,楚雄彝族自治州
115,晋州市,,wwcd,38,,中国,河北省,石家庄市
110,固阳县,青固线,wrnr,41,青固线,中国,内蒙古自治区,包头市
85,沙湾县,,tzus,44,,中国,新疆维吾尔自治区,塔城地区
120,长兴县,,wtmx,31,,中国,浙江省,湖州市
124,昂昂溪区,,yb2j,47,,中国,黑龙江省,齐齐哈尔市
119,屏南县,,wsu9,27,,中国,福建省,宁德市
112,云安区,广昆高速公路,wkpb,23,广昆高速公路,中国,广东省,云浮市
100,澜沧拉祜族自治县,,whp0,23,,中国,云南省,普洱市
103,元阳县,,wk13,23,,中国,云南省,红河哈尼族彝族自治州
115,靖安县,,wt1g,29,,中国,江西省,宜春市
107,綦江区,,wmhh,29,,中国,重庆市,重庆市
100,凤庆县,,whwb,25,,中国,云南省,临沧市
112,内乡县,,wmz3,33,,中国,河南省,南阳市
119,龙泉市,,wsuq,28,,中国,浙江省,丽水市
117,东至县,,wt7h,30,,中国,安徽省,池州市
108,思南县,,wmhb,28,,中国,贵州省,铜仁市
117,东至县,,wt7k,30,,中国,安徽省,池州市
120,永康市,,wtjt,29,,中国,浙江省,金华市
110,巫山县,,wmqr,31,,中国,重庆市,重庆市
103,汶川县,,wm91,31,,中国,四川省,阿坝藏族羌族自治州
111,乡宁县,,wqqu,36,,中国,山西省,临汾市
116,丰城市,,wt43,28,,中国,江西省,宜春市
103,建水县,,wk36,24,,中国,云南省,红河哈尼族彝族自治州
99,镇康县,,whq2,24,,中国,云南省,临沧市
116,梅县区,,ws63,24,,中国,广东省,梅州市
109,钦南区,,w7vr,22,,中国,广西壮族自治区,钦州市
117,静海区,,wwgk,39,,中国,天津市,天津市
118,围场满族蒙古族自治县,,wxs1,42,,中国,河北省,承德市
121,上虞区,,wtmg,30,,中国,浙江省,绍兴市
114,阳原县,,wx1j,40,,中国,河北省,张家口市
121,奈曼旗,,wxtf,43,,中国,内蒙古自治区,通辽市
113,寿阳县,,ww8q,38,,中国,山西省,晋中市
110,琼中黎族苗族自治县,,w7qm,19,,中国,海南省,琼中黎族苗族自治县
124,乾安县,梧桐大路,wxzz,45,梧桐大路,中国,吉林省,松原市
133,富锦市,,ybq7,47,,中国,黑龙江省,佳木斯市
117,清流县,,wsdc,26,,中国,福建省,三明市
121,奈曼旗,,wxtu,43,,中国,内蒙古自治区,通辽市
119,赣榆区,,wwhw,35,,中国,江苏省,连云港市
113,禅城区,季华西路,ws06,23,季华西路,中国,广东省,佛山市
102,新平彝族傣族自治县,,wk0q,24,,中国,云南省,玉溪市
117,三河市,京秦高速公路,wx4g,40,京秦高速公路,中国,河北省,廊坊市
117,清流县,,wsdv,26,,中国,福建省,三明市
110,博白县,,w7y4,22,,中国,广西壮族自治区,玉林市
119,巴林左旗,,wxsr,44,,中国,内蒙古自治区,赤峰市
123,科尔沁左翼中旗,,wxzk,44,,中国,内蒙古自治区,通辽市
110,黄龙县,,wqqk,36,,中国,陕西省,延安市
113,社旗县,,wtbw,33,,中国,河南省,南阳市
106,秦安县,,wq5m,35,,中国,甘肃省,天水市
121,乐清市,,wtjb,28,,中国,浙江省,温州市
112,宁远县,,wkxf,26,,中国,湖南省,永州市
110,博白县,,w7yn,22,,中国,广西壮族自治区,玉林市
113,长治县,,ww2e,36,,中国,山西省,长治市
103,昭觉县,,wkcm,28,,中国,四川省,凉山彝族自治州
107,盐池县,,wqgc,38,,中国,宁夏回族自治区,吴忠市
101,道孚县,,wm84,31,,中国,四川省,甘孜藏族自治州
113,汨罗市,,wt0w,29,,中国,湖南省,岳阳市
100,阿拉善右旗,,wpp3,40,,中国,内蒙古自治区,阿拉善盟
111,,,w7yc,21,,中国,中国区域,
117,滕州市,,ww5m,35,,中国,山东省,枣庄市
114,驿城区,盘龙山路,wtcj,33,盘龙山路,中国,河南省,驻马店市
124,昌图县,,wz87,43,,中国,辽宁省,铁岭市
83,裕民县,,vb5m,46,,中国,新疆维吾尔自治区,塔城地区
44,unknow,unknow,uzzr,90,unknow,Ocean,unknow,unknow
110,桂平市,,wkjg,23,,中国,广西壮族自治区,贵港市
114,浉河区,,wt95,32,,中国,河南省,信阳市
118,兰陵县,,ww7b,35,,中国,山东省,临沂市
116,宁都县,,wsf8,27,,中国,江西省,赣州市
117,济阳区,,wwdc,37,,中国,山东省,济南市
104,沐川县,,wm1s,29,,中国,四川省,乐山市
114,永新县,,wsbb,27,,中国,江西省,吉安市
114,井陉县,,ww9q,38,,中国,河北省,石家庄市
106,镇宁布依族苗族自治县,,wkem,26,,中国,贵州省,安顺市
100,凤庆县,,whqy,25,,中国,云南省,临沧市
119,喀喇沁旗,,wxkv,42,,中国,内蒙古自治区,赤峰市
116,霍邱县,,wtdm,32,,中国,安徽省,六安市
124,昂昂溪区,,yb2h,47,,中国,黑龙江省,齐齐哈尔市
121,乐清市,,wsyn,28,,中国,浙江省,温州市
111,盐湖区,滨湖路,wqqc,35,滨湖路,中国,山西省,运城市
116,永城市,,ww4e,34,,中国,河南省,商丘市
114,镶黄旗,,wx2u,42,,中国,内蒙古自治区,锡林郭勒盟
113,台山市,,webq,22,,中国,广东省,江门市
112,阳东区,,w7zx,22,,中国,广东省,阳江市
118,无棣县,,wwsj,38,,中国,山东省,滨州市
124,莫力达瓦达斡尔族自治旗,,y8zc,49,,中国,内蒙古自治区,呼伦贝尔市
111,武冈市,,wkyb,27,,中国,湖南省,邵阳市
106,那坡县,,wk5k,23,,中国,广西壮族自治区,百色市
115,东明县,,ww1w,35,,中国,山东省,菏泽市
115,平乡县,,ww9u,37,,中国,河北省,邢台市
122,大洼区,,wxqb,41,,中国,辽宁省,盘锦市
103,昭觉县,,wkcj,28,,中国,四川省,凉山彝族自治州
112,新安县,三岔口隧道,wqr2,35,三岔口隧道,中国,河南省,洛阳市
115,东明县,,ww60,35,,中国,山东省,菏泽市
117,建宁县,,wsg0,27,,中国,福建省,三明市
109,王益区,,wqjx,35,,中国,陕西省,铜川市
117,建宁县,,wsg2,27,,中国,福建省,三明市
120,青田县,,wtj8,28,,中国,浙江省,丽水市
125,林甸县,,yb2u,47,,中国,黑龙江省,大庆市
113,察哈尔右翼前旗,,wx0x,41,,中国,内蒙古自治区,乌兰察布市
118,上饶县,,wsgu,28,,中国,江西省,上饶市
119,巴林左旗,,wxue,44,,中国,内蒙古自治区,赤峰市
113,随县,,wt8w,32,,中国,湖北省,随州市
120,阿鲁科尔沁旗,,wxv6,44,,中国,内蒙古自治区,赤峰市
118,遵化市,,wx59,40,,中国,河北省,唐山市
119,衢江区,050村道,wthv,29,050村道,中国,浙江省,衢州市
121,上虞区,,wtqk,30,,中国,浙江省,绍兴市
100,肃南裕固族自治县,,wnyv,39,,中国,甘肃省,张掖市
111,岑溪市,,wkp4,23,,中国,广西壮族自治区,梧州市
106,古蔺县,石鱼路,wkgj,28,石鱼路,中国,四川省,泸州市
110,,,w7jz,18,,中国,中国区域,
111,岑溪市,,wknv,23,,中国,广西壮族自治区,梧州市
113,社旗县,,wtb4,33,,中国,河南省,南阳市
110,鹤峰县,,wmmf,30,,中国,湖北省,恩施土家族苗族自治州
101,木里藏族自治县,,wkbh,28,,中国,四川省,凉山彝族自治州
131,桦川县,,ybkf,47,,中国,黑龙江省,佳木斯市
85,unknow,unknow,tvh9,28,unknow,尼泊尔,unknow,unknow
117,静海区,,wwfu,39,,中国,天津市,天津市
107,镇原县,,wqk7,36,,中国,甘肃省,庆阳市
112,宁乡市,,wmp2,28,,中国,湖南省,长沙市
106,青铜峡市,大中公路,wqg3,38,大中公路,中国,宁夏回族自治区,吴忠市
114,嘉鱼县,,wt35,30,,中国,湖北省,咸宁市
117,西乌珠穆沁旗,,y84c,45,,中国,内蒙古自治区,锡林郭勒盟
104,马关县,,wk1s,23,,中国,云南省,文山壮族苗族自治州
118,安溪县,,wskp,25,,中国,福建省,泉州市
42,unknow,unknow,uzvx,90,unknow,Ocean,unknow,unknow
108,杭锦旗,,wrhs,40,,中国,内蒙古自治区,鄂尔多斯市
102,马尔康市,,wm8m,32,,中国,四川省,阿坝藏族羌族自治州
108,西乡塘区,,wkhg,23,,中国,广西壮族自治区,南宁市
118,遵化市,,wx5s,40,,中国,河北省,唐山市
43,unknow,unknow,uzyx,90,unknow,Ocean,unknow,unknow
114,袁州区,,wt12,28,,中国,江西省,宜春市
95,边坝县,,wj7r,31,,中国,西藏自治区,昌都市
